Sample Number,PolicyStartDate,AMI_monthly_premium,AMI_yearly_premium,AMI_agreed_value_minimum,AMI_agreed_value_maximum,AMI_Error_code,AMI_selected_car_variant,AMI_selected_address,AMI_agreed_value,AMI_No_claims_bonus
10248,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10604,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10408,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10409,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10410,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10411,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10845,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10413,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10414,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10219,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10416,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10417,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10418,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10419,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10420,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11594,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10353,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10324,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10424,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10425,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10426,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10427,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10428,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10429,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10430,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10431,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10887,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10433,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10434,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10743,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10436,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10437,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10438,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10439,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10440,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10441,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10442,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10757,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10444,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10047,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10446,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11029,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10448,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11302,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10450,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10451,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10452,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10106,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10454,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10455,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10526,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10457,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10505,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10459,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11872,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10461,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10758,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10463,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11884,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10465,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10466,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10403,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10421,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10469,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10175,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10934,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10472,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10473,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10474,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10475,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11434,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11493,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11856,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10816,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10480,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10481,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10482,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10483,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10484,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10485,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10258,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10931,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10488,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11996,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10658,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10491,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10492,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11918,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10494,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10945,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10496,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10497,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10498,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10499,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10500,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11257,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10502,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11293,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10504,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11595,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11529,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10507,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10508,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10331,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11087,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10511,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10512,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10513,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10514,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11097,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10516,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10517,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10959,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10519,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10520,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10521,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10204,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10159,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10896,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10525,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10170,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10527,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10528,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11966,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10362,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10531,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10532,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10490,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10534,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10339,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10536,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10537,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10538,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10539,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10540,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10541,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11507,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10168,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11832,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10545,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10546,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10547,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10548,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10549,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10550,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10551,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11414,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10553,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10215,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10555,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10556,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10557,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10558,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11261,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10560,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10561,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11912,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10563,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10564,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11494,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10566,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11752,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10568,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10569,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10570,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10571,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11254,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10573,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10574,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10575,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10478,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10577,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10578,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10035,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10580,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10581,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10582,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10583,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10584,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10585,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10586,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10587,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10588,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10589,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10590,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10591,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10592,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10593,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10594,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10595,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10596,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10597,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10598,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10302,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10600,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10601,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10602,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10603,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10369,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10605,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10307,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10607,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11629,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10609,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10610,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10611,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10612,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10312,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10614,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10615,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10616,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10617,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10618,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10619,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10620,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10621,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11861,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10623,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11385,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10625,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11252,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11492,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10628,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10629,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10630,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10631,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11638,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10633,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10634,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10635,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10636,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10637,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10638,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10639,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10640,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10641,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10510,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10643,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10644,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10645,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10646,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10647,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10648,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10649,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10650,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11579,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10652,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11001,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10654,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10655,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10656,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10657,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11035,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10659,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10660,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10661,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10766,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10663,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10664,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10019,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10666,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10399,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10668,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10194,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10670,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10671,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10672,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10673,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11533,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10235,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10676,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10677,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10678,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10679,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10680,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10681,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10682,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10683,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10684,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10685,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10686,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10687,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10688,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10689,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10690,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10264,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10692,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10693,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10694,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10695,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10696,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10697,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10698,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10699,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10700,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10278,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11415,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10422,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10704,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11419,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10706,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10707,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10708,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11045,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10710,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10711,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11708,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10713,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10714,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11712,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10716,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10717,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10718,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10719,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10720,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10335,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10722,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10723,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10724,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10725,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10726,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10727,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10728,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10729,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10730,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11348,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10732,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10038,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10734,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10735,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10114,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10376,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11813,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10832,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10740,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10741,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10742,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11673,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10744,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10745,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10746,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10747,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10748,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10749,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10435,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10751,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10807,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10753,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10754,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10755,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10756,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10086,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11585,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10759,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10760,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10761,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10762,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10763,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10764,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10765,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11413,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10767,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11004,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11443,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10770,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10771,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10772,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10359,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10774,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10775,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10776,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10736,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10622,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10779,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10780,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10781,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10782,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10783,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10784,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10785,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10786,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10572,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10788,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11223,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10790,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10154,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10863,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10793,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11300,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10795,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10796,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11550,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10214,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10712,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10800,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10372,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10802,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11217,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10804,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10805,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10806,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10220,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11201,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10149,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10109,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10811,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10198,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11760,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10814,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10815,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10053,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10817,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11843,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10819,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10820,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10363,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10822,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10823,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10824,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10825,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10826,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10827,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10828,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10829,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11811,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10831,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10476,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10110,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10326,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11883,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
11722,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10837,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
10838,2024-04-29,-1,-1,-1,-1,No Error,,,,nan
